,AQSID,SiteName,Status,EPARegion,Latitude,Longitude,Elevation,GMTOffset,CountryCode,StateName,ValidDate,ValidTime,DataSource,ReportingArea_PipeDelimited,OZONE_AQI,PM10_AQI,PM25_AQI,NO2_AQI,OZONE_Measured,PM10_Measured,PM25_Measured,NO2_Measured,PM25,PM25_Unit,OZONE,OZONE_Unit,NO2,NO2_Unit,CO,CO_Unit,SO2,SO2_Unit,PM10,PM10_Unit,SHAPE
2063,270531904,Minneapolis - Greenway,Inactive,R5,44.95208,-93.24428,0.0,-6.0,US,MN,03/26/19,04:00,Minnesota Pollution Control Agency,,,,,,0,0,1,0,,,,,,,,,,,,,"{'x': -93.24428, 'y': 44.95208, 'spatialReference': {'wkid': 4326}}"
2064,270531905,Minneapolis - Harrison,Inactive,R5,44.981393,-93.300703,0.0,-6.0,US,MN,03/26/19,04:00,Minnesota Pollution Control Agency,Minneapolis-St. Paul,,,,,0,0,1,0,,,,,,,,,,,,,"{'x': -93.300703, 'y': 44.981393, 'spatialReference': {'wkid': 4326}}"
2065,270531906,Minneapolis - Lyndale,Inactive,R5,44.946341,-93.277353,0.0,-6.0,US,MN,03/26/19,04:00,Minnesota Pollution Control Agency,Minneapolis-St. Paul,,,,,0,0,1,0,,,,,,,,,,,,,"{'x': -93.277353, 'y': 44.946341, 'spatialReference': {'wkid': 4326}}"
2066,270531909,Minneapolis - Bottineau/Marshall Terrace,Active,R5,45.013611,-93.272049,0.0,-6.0,US,MN,03/26/19,04:00,Minnesota Pollution Control Agency,,,64.0,,,0,1,0,0,,,,,,,,,,,36.0,UG/M3,"{'x': -93.272049, 'y': 45.013611, 'spatialReference': {'wkid': 4326}}"
2067,330150014,Portsmouth,Active,R1,43.075371000000004,-70.748017,4.0,-5.0,US,NH,03/26/19,04:00,New Hampshire Dept. of Environmental Services,Portsmouth,22.0,12.0,20.0,,1,1,1,0,5.7,UG/M3,16.0,PPB,,,,,2.0,PPB,11.0,UG/M3,"{'x': -70.748017, 'y': 43.075371000000004, 'spatialReference': {'wkid': 4326}}"
2068,060871004,Felton AMS,Inactive,R9,37.048089000000004,-122.07466399999998,87.8,-8.0,US,CA,03/26/19,04:00,Monterey Bay Unified APCD,San Lorenzo Valley,,,,,0,0,1,0,,,,,,,,,,,,,"{'x': -122.07466399999998, 'y': 37.048089000000004, 'spatialReference': {'wkid': 4326}}"
2069,060871005,SLV Middle School AMS,Active,R9,37.06315,-122.083092,98.2,-8.0,US,CA,03/26/19,04:00,Monterey Bay Unified APCD,,,,13.0,,0,0,1,0,0.0,UG/M3,,,,,,,,,,,"{'x': -122.083092, 'y': 37.06315, 'spatialReference': {'wkid': 4326}}"
2070,220550007,Lafayette,Active,R6,30.2258,-92.042801,0.0,-6.0,US,LA,03/26/19,04:00,Louisiana Department of Environmental Quality,Lafayette,31.0,,33.0,,1,0,1,0,20.2,UG/M3,34.0,PPB,,,,,,,,,"{'x': -92.042801, 'y': 30.2258, 'spatialReference': {'wkid': 4326}}"
2071,181730008,Boonville,Active,R5,38.0519,-87.2783,0.0,-6.0,US,IN,03/26/19,04:00,Indiana Dept. of Environmental Management 2,Evansville,34.0,,,,1,0,0,0,,,34.0,PPB,,,,,,,,,"{'x': -87.2783, 'y': 38.0519, 'spatialReference': {'wkid': 4326}}"
2072,181730009,Lynnville,Inactive,R5,38.1944,-87.3414,0.0,-6.0,US,IN,03/26/19,04:00,Indiana Dept. of Environmental Management 2,Evansville,,,,,1,0,0,0,,,,,,,,,,,,,"{'x': -87.3414, 'y': 38.1944, 'spatialReference': {'wkid': 4326}}"
2073,060871003,Scotts Valley AMS,Inactive,R9,37.072092,-121.007631,226.3,-8.0,US,CA,03/26/19,04:00,Monterey Bay Unified APCD,Scotts Valley,,,,,1,0,0,0,,,,,,,,,,,,,"{'x': -121.007631, 'y': 37.072092, 'spatialReference': {'wkid': 4326}}"
2074,TT1010002,Nespelem,Active,R10,48.1671,-118.97474799999999,0.0,-8.0,US,,03/26/19,04:00,Confederated Tribes of Colville Reservation,Nespelem,,,9.0,,0,0,1,0,3.3,UG/M3,,,,,,,,,,,"{'x': -118.97474799999999, 'y': 48.1671, 'spatialReference': {'wkid': 4326}}"
2075,450630008,Irmo,Active,R4,34.051102,-81.154999,68.9,-5.0,US,SC,03/26/19,04:00,South Carolina DHEC,Columbia,,,,,0,0,1,0,,,,,,,,,,,,,"{'x': -81.154999, 'y': 34.051102, 'spatialReference': {'wkid': 4326}}"
2076,TT1010003,Inchelium,Active,R10,48.29696,-118.20241999999999,0.0,-8.0,US,,03/26/19,04:00,Confederated Tribes of Colville Reservation,Inchelium,,,15.0,,0,0,1,0,4.3,UG/M3,,,,,,,,,,,"{'x': -118.20241999999999, 'y': 48.29696, 'spatialReference': {'wkid': 4326}}"
2077,450630009,Cayce,Inactive,R4,33.973389000000005,-81.052673,50.0,-5.0,US,SC,03/26/19,04:00,South Carolina DHEC,,,,,,0,1,0,0,,,,,,,,,,,,,"{'x': -81.052673, 'y': 33.973389000000005, 'spatialReference': {'wkid': 4326}}"
2078,171630010,East St. Louis,Active,R5,38.611893,-90.160614,123.8,-6.0,US,IL,03/26/19,04:00,Illinois EPA,St. Louis (Metro-east),35.0,,34.0,,1,0,1,0,6.3,UG/M3,36.0,PPB,,,,,,,,,"{'x': -90.160614, 'y': 38.611893, 'spatialReference': {'wkid': 4326}}"
2079,401010170,Ft. Gibson,Active,R6,35.775801,-95.287164,0.0,-6.0,US,OK,03/26/19,04:00,Oklahoma Department of Environmental Quality,,,,,,0,0,0,0,,,,,,,,,0.0,PPB,,,"{'x': -95.287164, 'y': 35.775801, 'spatialReference': {'wkid': 4326}}"
2080,840MM0470180,Brewster_Mobile,Inactive,R10,48.088789,-119.784558,0.0,-8.0,US,MM,03/26/19,04:00,Washington Department of Ecology,,,,,,0,0,1,0,,,,,,,,,,,,,"{'x': -119.784558, 'y': 48.088789, 'spatialReference': {'wkid': 4326}}"
2081,420450109,Marcus Hook,Active,R3,39.818715000000005,-75.413973,7.0,-5.0,US,PA,03/26/19,04:00,Pennsylvania Dept. of Environmental Protection,Philadelphia,,,25.0,,0,0,1,0,3.9,UG/M3,,,,,,,,,,,"{'x': -75.413973, 'y': 39.818715000000005, 'spatialReference': {'wkid': 4326}}"
2082,060011001,Fremont Chapel Way,Inactive,R9,37.535599,-121.9608,5.2,-8.0,US,CA,03/26/19,04:00,San Francisco Bay Area AQMD,Redwood City|Fremont,,,,,1,0,1,0,,,,,,,,,,,,,"{'x': -121.9608, 'y': 37.535599, 'spatialReference': {'wkid': 4326}}"
2083,000030901,PICTOU,Active,CA,45.6819,-62.6953,0.0,-4.0,CA,CC,03/26/19,04:00,Environment Canada,,29.0,,23.0,3.0,1,0,1,1,8.0,UG/M3,28.0,PPB,3.0,PPB,,,,,,,"{'x': -62.6953, 'y': 45.6819, 'spatialReference': {'wkid': 4326}}"
2084,360470118,Bklyn - PS274,Active,R2,40.694401,-73.928596,0.0,-5.0,US,NY,03/26/19,04:00,New York Dept. of Environmental Conservation,New York City Region,,,,,0,0,1,0,,,,,,,,,,,,,"{'x': -73.928596, 'y': 40.694401, 'spatialReference': {'wkid': 4326}}"
2085,390090004,Athens Supersite,Inactive,R5,39.308,-82.1183,279.1,-5.0,US,OH,03/26/19,04:00,Ohio EPA-DAPC,,,,,,1,0,0,1,,,,,,,,,,,,,"{'x': -82.1183, 'y': 39.308, 'spatialReference': {'wkid': 4326}}"
2086,220570004,Thibodaux,Active,R6,29.7639,-90.7653,1.5,-6.0,US,LA,03/26/19,04:00,Louisiana Department of Environmental Quality,Thibodaux,27.0,,45.0,,1,0,1,0,9.9,UG/M3,25.0,PPB,,,,,,,,,"{'x': -90.7653, 'y': 29.7639, 'spatialReference': {'wkid': 4326}}"
2087,000062501,Tiverton,Active,CA,44.2994,-81.5753,0.0,-5.0,CA,CC,03/26/19,04:00,Ontario Ministry of the Environment,,41.0,,8.0,,1,0,1,0,2.0,UG/M3,45.0,PPB,,,,,,,,,"{'x': -81.5753, 'y': 44.2994, 'spatialReference': {'wkid': 4326}}"
2088,490130002,Roosvelt,Active,R8,40.2943,-110.009,0.0,-7.0,US,UT,03/26/19,04:00,Utah Department of Environmental Quality,,41.0,,28.0,4.0,1,0,1,1,5.2,UG/M3,41.0,PPB,4.0,PPB,,,,,,,"{'x': -110.009, 'y': 40.2943, 'spatialReference': {'wkid': 4326}}"
2089,401010167,Muskogee,Active,R6,35.792801000000004,-95.301903,0.0,-6.0,US,OK,03/26/19,04:00,Oklahoma Department of Environmental Quality,,,16.0,,,0,1,0,0,,,,,,,,,,,10.0,UG/M3,"{'x': -95.301903, 'y': 35.792801000000004, 'spatialReference': {'wkid': 4326}}"
2090,000070119,Winnipeg_Ellens,Active,CA,49.9489,-97.3964,0.0,-6.0,CA,CC,03/26/19,04:00,Manitoba Conservation Air Quality Section,,20.0,20.0,31.0,,1,1,1,0,6.9,UG/M3,21.0,PPB,,,,,,,18.0,UG/M3,"{'x': -97.3964, 'y': 49.9489, 'spatialReference': {'wkid': 4326}}"
2091,113490354002,NR,Active,R8,40.662841,-111.90179599999999,0.0,-7.0,US,UT,03/26/19,04:00,Utah Department of Environmental Quality,,30.0,,,,1,0,1,1,,,23.0,PPB,27.0,PPB,0.4,PPM,,,,,"{'x': -111.90179599999999, 'y': 40.662841, 'spatialReference': {'wkid': 4326}}"
2092,000070118,Winnipeg_Scotia,Active,CA,49.9319,-96.8631,0.0,-6.0,CA,CC,03/26/19,04:00,Manitoba Conservation Air Quality Section,,,,,,1,0,0,0,,,,,,,,,,,,,"{'x': -96.8631, 'y': 49.9319, 'spatialReference': {'wkid': 4326}}"
2093,060711234,Trona - Athol and Telegraph,Active,R9,35.774454999999996,-117.37210900000001,498.7,-8.0,US,CA,03/26/19,04:00,Mojave Desert AQMD,Mojave Desert|Trona,71.0,19.0,,,1,1,0,0,,,60.0,PPB,,,,,,,30.0,UG/M3,"{'x': -117.37210900000001, 'y': 35.774454999999996, 'spatialReference': {'wkid': 4326}}"
2094,482450628,SETRPC Port Arthur C628,Active,R6,29.865,-93.955,0.0,-6.0,US,TX,03/26/19,04:00,Texas Commission on Environmental Quality,Beaumont-Port Arthur,27.0,,,,1,0,0,0,,,33.0,PPB,,,,,,,,,"{'x': -93.955, 'y': 29.865, 'spatialReference': {'wkid': 4326}}"
2095,250250044,Boston-Von Hillern,Active,R1,42.325196999999996,-71.05605600000001,4.0,-5.0,US,MA,03/26/19,04:00,Massachusetts Dept. of Environmental Protection,,,,30.0,19.0,0,0,1,1,8.0,UG/M3,,,20.0,PPB,0.15,PPM,,,,,"{'x': -71.05605600000001, 'y': 42.325196999999996, 'spatialReference': {'wkid': 4326}}"
2096,530331011,Seattle-South Park,Active,R10,47.5309,-122.3208,8.8,-8.0,US,WA,03/26/19,04:00,Washington Department of Ecology,Seattle-Bellevue-Kent Valley,,,27.0,,0,0,1,0,4.8,UG/M3,,,,,,,,,,,"{'x': -122.3208, 'y': 47.5309, 'spatialReference': {'wkid': 4326}}"
2097,250250042,Boston - Roxbury,Active,R1,42.329399,-71.082497,0.0,-5.0,US,MA,03/26/19,04:00,Massachusetts Dept. of Environmental Protection,Boston,24.0,,26.0,24.0,1,0,1,1,6.0,UG/M3,21.0,PPB,25.0,PPB,0.26,PPM,0.0,PPB,,,"{'x': -71.082497, 'y': 42.329399, 'spatialReference': {'wkid': 4326}}"
2098,250250043,Boston - North End,Inactive,R1,42.3631,-71.0542,0.0,-5.0,US,MA,03/26/19,04:00,Massachusetts Dept. of Environmental Protection,Boston,,,,,0,0,1,0,,,,,,,,,,,,,"{'x': -71.0542, 'y': 42.3631, 'spatialReference': {'wkid': 4326}}"
2099,250250041,Boston - Long Island,Inactive,R1,42.3172,-70.9667,0.0,-5.0,US,MA,03/26/19,04:00,Massachusetts Dept. of Environmental Protection,Boston,,,,,1,0,0,1,,,,,,,,,,,,,"{'x': -70.9667, 'y': 42.3172, 'spatialReference': {'wkid': 4326}}"
2100,130590002,Athens,Active,R4,33.925,-83.3575,0.0,-5.0,US,GA,03/26/19,04:00,Georgia Department of Natural Resources,,22.0,17.0,53.0,,1,1,1,0,,,19.0,PPB,,,,,,,,,"{'x': -83.3575, 'y': 33.925, 'spatialReference': {'wkid': 4326}}"
2101,560210002,Cheyenne Mobile,Inactive,R8,41.13,-104.75,1831.2,-7.0,US,WY,03/26/19,04:00,Wyoming Department of Environmental Quality,,,,,,1,1,1,1,,,,,,,,,,,,,"{'x': -104.75, 'y': 41.13, 'spatialReference': {'wkid': 4326}}"
2102,060790005,Paso Robles - Santa Fe Ave,Active,R9,35.614670000000004,-120.65691000000001,252.2,-8.0,US,CA,03/26/19,04:00,California Air Resources Board,Paso Robles,34.0,12.0,,,1,1,0,0,,,37.0,PPB,,,,,,,12.0,UG/M3,"{'x': -120.65691000000001, 'y': 35.614670000000004, 'spatialReference': {'wkid': 4326}}"
2103,320050009,Stateline - Harveys Resort,Inactive,R9,38.960602,-119.941399,1906.3,-8.0,US,NV,03/26/19,04:00,California Air Resources Board,,,,,,0,0,0,0,,,,,,,,,,,,,"{'x': -119.941399, 'y': 38.960602, 'spatialReference': {'wkid': 4326}}"
2104,260492001,OTISVILLE,Active,R5,43.1683,-83.4617,390.4,-5.0,US,MI,03/26/19,04:00,Michigan Department of Environmental Quality,Flint,30.0,,,,1,0,0,0,,,28.0,PPB,,,,,,,,,"{'x': -83.4617, 'y': 43.1683, 'spatialReference': {'wkid': 4326}}"
2105,320050007,Ranchos,Active,R9,38.897611,-119.732101,1489.9,-8.0,US,NV,03/26/19,04:00,Nevada Division of Environmental Protection,Gardnerville,,,30.0,,0,0,1,0,6.0,UG/M3,,,,,,,,,,,"{'x': -119.732101, 'y': 38.897611, 'spatialReference': {'wkid': 4326}}"
2106,160830007,Twin Falls PM25,Active,R10,42.565089,-114.494717,1130.6,-7.0,US,ID,03/26/19,04:00,Idaho Department of Environmental Quality,Twin Falls,,,26.0,,0,0,1,0,9.0,UG/M3,,,,,,,,,,,"{'x': -114.494717, 'y': 42.565089, 'spatialReference': {'wkid': 4326}}"
2107,340210005,Rider University,Active,R2,40.283091999999996,-74.742645,29.9,-5.0,US,NJ,03/26/19,04:00,New Jersey Dept. of Environmental Protection,Trenton|Rider University|New Jersey,36.0,,26.0,,1,0,1,1,3.7,UG/M3,36.0,PPB,,,,,,,,,"{'x': -74.742645, 'y': 40.283091999999996, 'spatialReference': {'wkid': 4326}}"
2108,160830009,Kimberly,Active,R10,42.331959000000005,-114.213043,0.0,-7.0,US,ID,03/26/19,04:00,Idaho Department of Environmental Quality,,,,,,0,0,0,0,,,,,,,,,,,,,"{'x': -114.213043, 'y': 42.331959000000005, 'spatialReference': {'wkid': 4326}}"
2109,410671004,Sherwood - Lasich Ln,Inactive,R10,45.402446000000005,-122.854437,55.8,-8.0,US,OR,03/26/19,04:00,Oregon Dept. of Environmental Quality,,,,,,1,0,0,0,,,,,,,,,,,,,"{'x': -122.854437, 'y': 45.402446000000005, 'spatialReference': {'wkid': 4326}}"
2110,311530007,2912 Coffey,Active,R7,41.133317,-95.956078,342.8,-6.0,US,NE,03/26/19,04:00,Douglas County Health Department (Omaha),Omaha,,,56.0,,0,0,1,0,24.0,UG/M3,,,,,,,,,,,"{'x': -95.956078, 'y': 41.133317, 'spatialReference': {'wkid': 4326}}"
2111,000054901,Ditton,Active,CA,45.3733,-71.2514,477.9,-5.0,CA,CC,03/26/19,04:00,Meteorological Service of Canada,,41.0,,,,1,0,0,0,,,45.0,PPB,,,,,,,,,"{'x': -71.2514, 'y': 45.3733, 'spatialReference': {'wkid': 4326}}"
2112,261050007,SCOTTVILLE,Active,R5,43.9533,-86.2944,0.0,-5.0,US,MI,03/26/19,04:00,Michigan Department of Environmental Quality,Ludington,25.0,,,,1,0,0,0,,,24.0,PPB,,,,,,,,,"{'x': -86.2944, 'y': 43.9533, 'spatialReference': {'wkid': 4326}}"
2113,191530030,CARPENTER,Active,R7,41.6031,-93.643303,282.1,-6.0,US,IA,03/26/19,04:00,Polk Co. Air Quality Division,Des Moines,22.0,,45.0,10.0,1,0,1,0,13.0,UG/M3,25.0,PPB,,,,,,,,,"{'x': -93.643303, 'y': 41.6031, 'spatialReference': {'wkid': 4326}}"
2114,120210004,Laurel Oaks Elementary,Active,R4,26.2992,-81.72,0.0,-5.0,US,FL,03/26/19,04:00,Florida Dept. of Environmental Protection,Naples,24.0,,30.0,,1,0,1,0,6.7,UG/M3,22.0,PPB,,,,,,,,,"{'x': -81.72, 'y': 26.2992, 'spatialReference': {'wkid': 4326}}"
2115,511650003,Rockingham,Active,R3,38.4772,-78.816704,0.0,-5.0,US,VA,03/26/19,04:00,Virginia Dept. of Environmental Quality,,31.0,,,6.0,1,0,0,1,,,32.0,PPB,7.0,PPB,,,0.0,PPB,,,"{'x': -78.816704, 'y': 38.4772, 'spatialReference': {'wkid': 4326}}"
2116,15001PH26,PAHOA HS,Active,R9,19.490972,-154.941472,0.0,-10.0,US,HI,03/26/19,04:00,Hawaii State Dept. of Health,,,,,,0,0,1,0,,,,,,,,,,,,,"{'x': -154.941472, 'y': 19.490972, 'spatialReference': {'wkid': 4326}}"
2117,482010803,HRM-3 Haden Road C603/C114,Active,R6,29.764788,-95.178538,7.6,-6.0,US,TX,03/26/19,04:00,Texas Commission on Environmental Quality,,,,,,0,0,0,0,,,,,,,,,,,,,"{'x': -95.178538, 'y': 29.764788, 'spatialReference': {'wkid': 4326}}"
2118,550410007,POTAWATOMI ,Active,R5,45.5639,-88.81,0.0,-6.0,US,WI,03/26/19,04:00,Wisconsin Dept. of Natural Resources,Forest County Potawatomi Community,,,,,1,0,1,0,,,,,,,,,,,,,"{'x': -88.81, 'y': 45.5639, 'spatialReference': {'wkid': 4326}}"
2119,261630098,DET POLICE 4TH,Active,R5,42.312158000000004,-83.091943,0.0,-5.0,US,MI,03/26/19,04:00,Michigan Department of Environmental Quality,Detroit,,,31.0,23.0,0,0,1,1,7.6,UG/M3,,,24.0,PPB,0.3,PPM,5.0,PPB,,,"{'x': -83.091943, 'y': 42.312158000000004, 'spatialReference': {'wkid': 4326}}"
2120,261630097,NMH48217,Active,R5,42.261669,-83.157893,0.0,-5.0,US,MI,03/26/19,04:00,Michigan Department of Environmental Quality,Detroit,,,31.0,,0,0,1,0,9.0,UG/M3,,,,,,,4.0,PPB,,,"{'x': -83.157893, 'y': 42.261669, 'spatialReference': {'wkid': 4326}}"
2121,261630099,TRINITY ST MARKS,Active,R5,42.295823999999996,-83.12943100000001,0.0,-5.0,US,MI,03/26/19,04:00,Michigan Department of Environmental Quality,Detroit,,,25.0,20.0,0,0,1,1,10.1,UG/M3,,,21.0,PPB,0.6,PPM,4.0,PPB,,,"{'x': -83.12943100000001, 'y': 42.295823999999996, 'spatialReference': {'wkid': 4326}}"
2122,484531603,Gorzycki Middle School C1603,Active,R6,30.216396999999997,-97.893744,287.3,0.0,US,TX,03/26/19,04:00,Texas Commission on Environmental Quality,,,,,,0,0,0,0,,,,,,,,,,,,,"{'x': -97.893744, 'y': 30.216396999999997, 'spatialReference': {'wkid': 4326}}"
2123,261630093,Eliza Howell- Roadway,Active,R5,42.38599,-83.266319,0.0,-5.0,US,MI,03/26/19,04:00,Michigan Department of Environmental Quality,,,,,14.0,0,0,0,1,,,,,16.0,PPB,0.4,PPM,,,,,"{'x': -83.266319, 'y': 42.38599, 'spatialReference': {'wkid': 4326}}"
2124,261630095,LIVONIA NEAR ROAD,Active,R5,42.421494,-83.425168,0.0,-5.0,US,MI,03/26/19,04:00,Michigan Department of Environmental Quality,,,,,23.0,0,0,0,1,,,,,24.0,PPB,0.4,PPM,,,,,"{'x': -83.425168, 'y': 42.421494, 'spatialReference': {'wkid': 4326}}"
2125,350130020,Chaparral,Active,R6,32.0411,-106.4092,1250.5,-7.0,US,NM,03/26/19,04:00,New Mexico Air Quality Bureau,Dona Ana County,51.0,16.0,,,1,1,0,0,,,59.0,PPB,,,,,,,22.0,UG/M3,"{'x': -106.4092, 'y': 32.0411, 'spatialReference': {'wkid': 4326}}"
2126,350130021,Desert View,Active,R6,31.7961,-106.5839,1220.0,-7.0,US,NM,03/26/19,04:00,New Mexico Air Quality Bureau,Dona Ana County|Burdens Creek,45.0,31.0,,6.0,1,1,0,1,,,53.0,PPB,6.0,PPB,,,,,34.0,UG/M3,"{'x': -106.5839, 'y': 31.7961, 'spatialReference': {'wkid': 4326}}"
2127,181830003,Larwill,Active,R5,41.169722,-85.62944399999999,0.0,-5.0,US,IN,03/26/19,04:00,Indiana Dept. of Environmental Management 2,,,,7.0,,0,0,1,0,-0.6,UG/M3,,,,,,,,,,,"{'x': -85.62944399999999, 'y': 41.169722, 'spatialReference': {'wkid': 4326}}"
2128,040139812,Durango Complex,Active,R9,33.4265,-112.1181,316.9,-7.0,US,AZ,03/26/19,04:00,Maricopa County Air Quality Department,Phoenix,,31.0,47.0,,0,1,1,0,10.1,UG/M3,,,,,,,1.0,PPB,39.0,UG/M3,"{'x': -112.1181, 'y': 33.4265, 'spatialReference': {'wkid': 4326}}"
2129,060290232,Oildale - 3311 Manor Street,Active,R9,35.4389,-119.0158,0.0,-8.0,US,CA,03/26/19,04:00,California Air Resources Board,,45.0,31.0,,,1,1,0,0,,,45.0,PPB,,,,,,,57.0,UG/M3,"{'x': -119.0158, 'y': 35.4389, 'spatialReference': {'wkid': 4326}}"
